,guid,tm,router_mac,user_mac,signal,router_id
347515,314048de-8228-45bd-b7f9-83fa3e97db48,2022-12-30 17:45:36.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
347564,a6691994-02b4-4910-ad0c-ff88f32e56ce,2022-12-30 17:45:51.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
347598,2916cb3d-84f8-40d4-9a28-a3e6f27d44c8,2022-12-30 17:45:47.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
347700,0a8cfb9d-a44d-4955-89c3-637b1c34fc5c,2022-12-30 17:45:55.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
347763,8cba6b90-9783-42f4-920f-16a7bc24d5ce,2022-12-30 17:46:11.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
347781,c93e7ef1-ce2d-43a8-973a-9a932c18a324,2022-12-30 17:46:03.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
347867,1820ead2-8beb-4f10-81b0-15cf002dadd9,2022-12-30 17:46:20.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
347914,dac39cb3-3acf-4b46-b25f-583011e2384e,2022-12-30 17:46:30.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
347947,9711de1f-eb8b-4a9f-be4f-b0bb35fb16ec,2022-12-30 17:46:21.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
347995,02677782-55e6-4d68-b201-9f80caf50e74,2022-12-30 17:46:39.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
348068,eec46a62-0dc3-4b25-b78b-3999bd045265,2022-12-30 17:46:47.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
348104,1b778d1b-bdea-4e50-ad63-760b13f76c03,2022-12-30 17:46:02.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
348184,945d790a-728f-4210-b0c2-432febd97932,2022-12-30 17:47:00.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
348236,db22d936-1a08-4689-a720-2b7c1bf3b199,2022-12-30 17:46:56.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
348264,fd92ee45-02c7-4e07-93b6-d38d2125d7ba,2022-12-30 17:47:03.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-67.0,8a823f01-771f-420e-8971-928cba314a24
348316,2a1ea21e-6b0d-4945-ac07-dfb8b84a1937,2022-12-30 17:47:11.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
348344,a7193449-444b-4b70-bc49-ea14a3d658b1,2022-12-30 17:47:13.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-72.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
348386,c51f82ea-09c1-43e1-831f-a88682877825,2022-12-30 17:47:38.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
348400,ae37ac44-73d8-41cc-8fb0-23f5558e3738,2022-12-30 17:47:22.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
348474,20fc5a5e-c039-4d43-bb91-4136d6bb6933,2022-12-30 17:47:37.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-68.0,8a823f01-771f-420e-8971-928cba314a24
348511,508a5c18-8036-4c60-a87c-d98b13bdcdd0,2022-12-30 17:47:28.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
348557,7c02ac5c-0f3e-46ff-909f-1305d005ea39,2022-12-30 17:47:51.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
348560,d31ede29-b990-4887-a664-55598ec39405,2022-12-30 17:47:47.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
348710,81b86c8e-7562-4c47-b302-7a74cd8d5df7,2022-12-30 17:47:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
348802,24e336fc-4ec0-4cf7-88cf-f333ab1d36d7,2022-12-30 17:48:16.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
348862,dec0ae4b-2c37-4cef-8a79-06a69b2c503b,2022-12-30 17:48:39.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
348881,24a37665-64b3-4954-a175-6041ea862dfa,2022-12-30 17:48:24.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
348960,3e2d95cd-4269-4243-9ce0-5f542caf4d38,2022-12-30 17:48:34.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
349010,89ac46e8-33a3-4ccc-9a10-f95c4fef9493,2022-12-30 17:48:50.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
349025,d7c38d25-3805-4e04-89bb-f4771762ee7a,2022-12-30 17:48:48.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
349082,f4b82cd4-dc99-4c33-ba6e-4f2d36a5e6f2,2022-12-30 17:48:59.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
349105,d818387d-e8d7-41b6-ba0f-6335d39b0382,2022-12-30 17:48:05.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
349201,6eb9c3c7-0129-42f3-b920-767df37491ba,2022-12-30 17:49:14.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
349269,fe311e9d-8a24-4759-854b-75a5c9c35d8d,2022-12-30 17:49:18.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
349318,74150ce7-3e1f-468f-88ec-edc10514ee53,2022-12-30 17:49:10.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
349350,c09f8b81-eb8e-4e7d-a96e-c5b58625886b,2022-12-30 17:49:26.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
349484,8d3dac9f-26b7-4fff-9ef5-a1f31819bbf6,2022-12-30 18:22:13.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
349512,e6c0b85b-b9da-4b99-9bc7-211599b613c3,2022-12-30 17:49:37.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-67.0,8a823f01-771f-420e-8971-928cba314a24
349594,75e65ff9-d829-4d53-ae5f-963857e6b942,2022-12-30 17:49:47.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
349606,0fa77eea-4fce-4372-9626-e0ed3f29c449,2022-12-30 17:49:47.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
349665,73d2893a-8874-4fd8-8f30-0e39a275b13d,2022-12-30 17:49:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
349681,673b327e-262a-4188-8961-2da6659a0709,2022-12-30 17:49:11.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
349767,ed03909e-4e93-4826-a992-ed67932f275f,2022-12-30 17:50:09.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
349799,b06c7641-72e4-4fb0-821a-216561524115,2022-12-30 17:50:04.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
349868,b251c548-049d-4295-aacd-da868e3130c8,2022-12-30 17:50:19.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
349925,96bf6f9c-2314-4c48-810b-728477caa68a,2022-12-30 17:50:29.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
349992,4d1b214e-930c-4c6a-a6b8-432c9a7d20c6,2022-12-30 17:50:44.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
349994,bb6b264e-3515-477e-afba-3dab2f2c6d72,2022-12-30 17:50:40.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
349997,d300651c-41e8-47fa-aba3-0df19d7c4ff9,2022-12-30 17:50:35.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
350004,3e9efa22-a1d3-4cd8-9589-638f0f99cb5a,2022-12-30 17:50:44.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
350093,1dc68051-8604-433a-8042-3d7cf3ba025f,2022-12-30 17:50:51.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
350178,57f29c51-114a-4ad5-a53a-e7138c1149fd,2022-12-30 17:50:09.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
350227,fc8543cb-8a92-41b2-9b12-67a35c17ad84,2022-12-30 17:51:14.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
350230,ed05beb3-ce96-475e-b12f-4c63f6ae25cf,2022-12-30 17:51:05.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
350304,833a1af1-6fdf-4234-bab6-7913599d6438,2022-12-30 17:51:15.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
350316,c9aa786f-22ae-4ffc-be00-e14e2d793333,2022-12-30 17:51:12.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
350352,864e771c-3e84-492f-a4ae-87eca98387df,2022-12-30 17:51:26.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
350389,b427e64a-4e95-49c1-b66b-c916f6b773f1,2022-12-30 17:51:26.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
350444,297de193-a8cd-49db-8df6-6a1698a239b1,2022-12-30 17:51:34.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
350552,71df6de9-b352-47a6-86d7-3cd56ef82088,2022-12-30 17:51:54.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
350623,5a8b7747-39a9-4d44-a296-7db0488bdc23,2022-12-30 17:51:09.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
350735,b87de9e4-b037-4d24-8f8f-058a0adf042c,2022-12-30 17:52:06.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
350757,f9130244-90a9-4b88-8a87-9faefd0bf780,2022-12-30 17:52:09.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-73.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
350805,a6493e26-46f4-467f-adc9-3631d83e1c96,2022-12-30 17:52:26.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
350864,bcb38719-c36c-4e9b-adaa-851a5c3c3f92,2022-12-30 17:52:36.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
350940,be047dcb-f3de-43e9-ad70-39ef70b43195,2022-12-30 17:52:51.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
351006,c81b3403-3182-4df9-a4a1-5705e6e21762,2022-12-30 17:53:01.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
351009,ab99b5a1-a990-478b-a842-fefec2e9c712,2022-12-30 17:52:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
351085,5f6d0267-af34-4740-909c-ee5a6b7fbab9,2022-12-30 17:52:09.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
351121,8bf21c46-75c5-483a-a306-9f9c9a1a90d9,2022-12-30 17:53:04.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
351163,4bf11c13-54d6-4746-9dbd-d6b3c4dddcea,2022-12-30 17:53:21.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
351253,07eeea79-4289-4d70-aafa-e599d566fdf8,2022-12-30 17:53:29.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
351271,23ec3b04-bbbe-49e4-b6a7-1d403f1aca76,2022-12-30 17:53:28.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
351372,c9d77009-9f0a-47a9-b511-c1aea84a9e2a,2022-12-30 17:53:36.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
351409,bfda6d5f-661a-41b8-a4c4-d4142cdd6bcf,2022-12-30 17:53:40.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-71.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
351530,f5b92c13-bd28-40f1-bfee-13d7112ba897,2022-12-30 17:53:15.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
351567,3f37308d-d567-47c0-acde-ff12621d09da,2022-12-30 17:53:57.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
351598,d7435213-aec9-4eb1-bade-b9e7ebdafce1,2022-12-30 17:54:04.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
351629,2ddf63ec-9835-4d5a-8b7d-a7669f8b9999,2022-12-30 17:54:17.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
351716,26d32c63-d4e0-42b9-90b2-f9c160bc871b,2022-12-30 17:54:16.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
351884,10eeca55-6dd5-45c3-93cf-59c481135fdc,2022-12-30 17:54:38.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
351965,170a112b-4e99-4a8a-a8ae-151050f1eb8d,2022-12-30 17:54:58.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
352042,a2eb63de-0053-45bc-b2b9-78269ec55e68,2022-12-30 17:54:57.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
352208,c0d2d802-17e6-4457-90ce-177e05a5f633,2022-12-30 17:55:23.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
352377,f864c185-6723-4ad3-9eac-658986fde3d4,2022-12-30 17:55:36.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
352446,7761936a-4a72-44ca-a939-a6a58240d8c9,2022-12-30 17:55:51.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
352517,9782db69-d784-4422-b95f-9eb706cf0331,2022-12-30 17:55:56.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
352559,c7af4c4a-7756-4b74-98c7-5390fb9680f2,2022-12-30 17:55:19.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-71.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
352727,9f17eb60-b975-4a95-a294-43efd4eac6f2,2022-12-30 17:56:22.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
352793,edc9ca71-bb9d-4df6-8997-f097531d0837,2022-12-30 17:56:29.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-72.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
352876,9fe4ce58-fa99-400d-bf04-438e79adb6dc,2022-12-30 17:56:38.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
352936,029f8cc5-01ba-4852-bad8-dd4f6729d18f,2022-12-30 17:56:53.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-61.0,8a823f01-771f-420e-8971-928cba314a24
353004,2c80a8ce-6267-4db8-bc58-5c9efc38a578,2022-12-30 17:57:18.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
353009,a5b82f80-8edf-4d33-ba98-6a246ae9dd14,2022-12-30 17:57:11.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
353103,ea2fbf07-0889-415c-9b9a-eb662ec4b725,2022-12-30 17:57:14.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
353157,a4c8404b-0ecf-4366-9bb6-c3958e606cc4,2022-12-30 17:57:34.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
353176,b57d84e9-11d9-4e78-afc4-38adad7dee5d,2022-12-30 17:57:24.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
353227,c84eedb1-3113-48eb-af77-65f59a53f1ca,2022-12-30 17:57:35.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
353262,7d317735-00fe-42d1-aca2-0752d5bf2e96,2022-12-30 17:57:41.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
353289,4020db41-ffef-4800-8aa5-9f042f7938cb,2022-12-30 17:57:51.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
353293,c71dd5c0-471a-4197-8e90-0f5fcc6de6f1,2022-12-30 17:57:43.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
353363,bb0a14d7-8515-4de7-b0f4-161bbee348a1,2022-12-30 17:57:57.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
353369,53531bb8-37ed-4fab-acfa-cbc9a7cd1718,2022-12-30 17:58:00.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-62.0,8a823f01-771f-420e-8971-928cba314a24
353440,d3c00e74-3ad3-4e39-a726-4501b6cc2c47,2022-12-30 17:58:18.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-67.0,8a823f01-771f-420e-8971-928cba314a24
353448,e0312ef8-c1bf-4179-a3e8-fb068ec651b4,2022-12-30 17:58:11.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-67.0,8a823f01-771f-420e-8971-928cba314a24
353481,c8faeaaf-1c0b-445f-a213-08d090920ec6,2022-12-30 17:58:17.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
353492,3394db92-3277-4d3a-a306-97c94000e35e,2022-12-30 17:58:11.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
353524,6b923068-85df-40c0-8fb4-e3f76f071d41,2022-12-30 18:00:06.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
353538,ae4cd6b4-9ef2-4208-bfce-aee8c74aa39d,2022-12-30 17:59:27.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
353578,aba4396f-8af1-4533-b206-295e4d7fe527,2022-12-30 17:57:21.000 +0300,CC:2D:E0:F3:8C:6E,E0:63:DA:DC:D8:49,-75.0,0b91ef8c-3b4f-4a39-b3a3-9683c6fd7832
353691,0c7894b1-c428-4912-b983-cc15b4240a7a,2022-12-30 17:58:35.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
353693,9c6c2988-294e-40f4-9bf6-53c760f67a96,2022-12-30 17:58:27.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
353754,c744db7c-14b2-477e-b6e9-a215469d1702,2022-12-30 17:58:25.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
353759,14a27f56-726b-4277-8391-badab0512d0b,2022-12-30 17:58:34.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
353826,701d96ee-2a5b-4ada-8135-c3c6b69c8ee9,2022-12-30 17:58:52.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
353833,1e7ac437-1e26-4d89-92e8-d0fec8a58d20,2022-12-30 17:58:43.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
353887,e6e51600-5ac2-4a53-9b25-50591d289e52,2022-12-30 17:59:00.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-66.0,8a823f01-771f-420e-8971-928cba314a24
353909,97402ea9-c9e5-4d8e-86e2-902434a7ff44,2022-12-30 17:58:45.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-72.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
353954,ca4b67a6-c938-400b-a03e-b820e1b240c3,2022-12-30 17:59:04.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-64.0,8a823f01-771f-420e-8971-928cba314a24
354077,dcde9e7c-1973-47b5-a3f2-39c8dd58fd44,2022-12-30 17:59:19.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
354144,c37be398-90d1-4cb9-93b7-464bf1256e5f,2022-12-30 17:59:08.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
354158,ac77951c-5fe1-4e25-b8c8-34c084d3ee4e,2022-12-30 17:59:26.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
354237,ba70ed52-3c2e-4396-a602-fc736ead091d,2022-12-30 17:59:41.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-63.0,8a823f01-771f-420e-8971-928cba314a24
354249,aa834ab8-bb15-48ef-9bca-42c87420e6eb,2022-12-30 17:59:30.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-74.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
354282,acd8bb16-c493-4a37-84ec-3049d42ff8fa,2022-12-30 17:59:45.000 +0300,CC:2D:E0:82:B9:07,E0:63:DA:DC:D8:49,-65.0,8a823f01-771f-420e-8971-928cba314a24
354347,7e60e67b-9a3a-4472-978b-779ef91489fe,2022-12-30 17:59:48.000 +0300,48:8F:5A:AE:A1:27,E0:63:DA:DC:D8:49,-75.0,a8c8525e-cfcf-416f-88dd-bf1efc79df00
